Register Long Name,Register Short Name,Register Page,Register Address,Bit Field Number,Bit Field Name,Bit Field Reset Value,Bit Field Access,Bit Field Description,Bit Field Enumerations
,IOCTRL1,,0x0462,10..8,RX_D3 / GPIO_3 Control,0x0000,RW,"RX_D3 GPIO Configuration:
000 = Normal operation
001 = LED_3 (Default: Speed, High for 100Base-TX)
010 = WoL
011 = Clock reference according to bits[14:12]
100 = IEEE 1588 TX Indication
101 = IEEE 1588 RX Indication
110 = Constant '0'
111 = Constand '1'","0x0000: Normal operation
0x0001: LED_3 (Default: Speed, High for 100Base-TX)
0x0002: WoL
0x0003: Clock reference according to bits[14:12]
0x0004: IEEE 1588 TX Indication
0x0005: IEEE 1588 RX Indication
0x0006: Constant '0'
0x0007: Constand '1'"
,IOCTRL1,,0x0462,7,Reserved,0x0000,RO,Reserved,
,IOCTRL1,,0x0462,6..4,LED_1 / GPIO_1 Clock Source,0x0000,RW,"Clock Source:
If LED_1 is configured as a clock source from bits[2:0] the following field determines the reference
000 = MAC IF Clock
001 = XI Clock (Pass-Through Clock from XI pin)
010 = Internal Reference Clock: 25-MHz
011 = Reserved
100 = RMII Master Mode Reference Clock: 50-MHz
101 = Reserved
110 = Free Running Clock: 125-MHz
111 = Recovered Clock: 125-MHz
MAC IF Clock: MII Mode the clock frequency is 25-MHz, RMII Mode the clock frequency is 50-MHz; RGMII Mode the clock frequency is
25-MHz.
RMII Master Mode Reference Clock: Identical to MAC IF Clock in
RMII Master Mode.","0x0000: MAC IF Clock
0x0001: XI Clock (Pass-Through Clock from XI pin)
0x0002: Internal Reference Clock: 25-MHz
0x0003: Reserved
0x0004: RMII Master Mode Reference Clock: 50-MHz
0x0005: Reserved
0x0006: Free Running Clock: 125-MHz
0x0007: Recovered Clock: 125-MHz"
,IOCTRL1,,0x0462,3,Reserved,0x0000,RO,Reserved,
,IOCTRL1,,0x0462,2..0,LED_1 / GPIO_1 Control,0x0000,RW,"LED_1 GPIO Configuration:
000 = Tri-state
001 = LED_1 (Default: Speed, High for 100Base-TX)
010 = WoL
011 = Clock reference according to bits[6:4]
100 = IEEE 1588 TX Indication
101 = IEEE 1588 RX Indication
110 = Constant '0'
111 = Constand '1'","0x0000: Tri-state
0x0001: LED_1 (Default: Speed, High for 100Base-TX)
0x0002: WoL
0x0003: Clock reference according to bits[6:4]
0x0004: IEEE 1588 TX Indication
0x0005: IEEE 1588 RX Indication
0x0006: Constant '0'
0x0007: Constand '1'"
,IOCTRL2,,0x0463,15..7,Reserved,0x0000,RO,Reserved,
,IOCTRL2,,0x0463,6..4,COL / GPIO_2 Clock Source,0x0000,RW,"Clock Source:
If COL is configured as a clock source from bits[2:0] the following field determines the reference
000 = MAC IF Clock
001 = XI Clock (Pass-Through Clock from XI pin)
010 = Internal Reference Clock: 25-MHz
011 = Reserved
100 = RMII Master Mode Reference Clock: 50-MHz
101 = Reserved
110 = Free Running Clock: 125-MHz
111 = Recovered Clock: 125-MHz
MAC IF Clock: MII Mode the clock frequency is 25-MHz, RMII Mode the clock frequency is 50-MHz; RGMII Mode the clock frequency is
25-MHz.
RMII Master Mode Reference Clock: Identical to MAC IF Clock in
RMII Master Mode.","0x0000: MAC IF Clock
0x0001: XI Clock (Pass-Through Clock from XI pin)
0x0002: Internal Reference Clock: 25-MHz
0x0003: Reserved
0x0004: RMII Master Mode Reference Clock: 50-MHz
0x0005: Reserved
0x0006: Free Running Clock: 125-MHz
0x0007: Recovered Clock: 125-MHz"
,IOCTRL2,,0x0463,3,Reserved,0x0000,RO,Reserved,
,IOCTRL2,,0x0463,2..0,COL / GPIO_2 Control,0x0000,RW,"COL GPIO Configuration:
000 = Normal operation
001 = MLED (Register 0x0025)
010 = WoL
011 = Clock reference according to bits[6:4]
100 = IEEE 1588 TX Indication
101 = IEEE 1588 RX Indication
110 = Constant '0'
111 = Constand '1'","0x0000: Normal operation
0x0001: MLED (Register 0x0025)
0x0002: WoL
0x0003: Clock reference according to bits[6:4]
0x0004: IEEE 1588 TX Indication
0x0005: IEEE 1588 RX Indication
0x0006: Constant '0'
0x0007: Constand '1'"
,FIBER GENGCF,,0x0465,15..1,Reserved,0x7F80,RW,Reserved,
,FIBER GENGCF,,0x0465,0,"100Base-FX Signal Detect
Polarity",0x0000,RW,"100Base-FX Signal Detect Polarity:
1 = Signal Detect is Active LOW
0 = Signal Detect is Active HIGH
When set to Active HIGH, Link drop will occur if SD pin senses a
LOW state (SD = '0').
When set to Active LOW, Link drop will occur if SD pin senses a
HIGH state (SD = '1').
Note: To enable 100Base-FX Signal Detection on LED_1 (pin #24), strap SD_EN = '1'","0x0001: Signal Detect is Active LOW
0x0000: Signal Detect is Active HIGH"
,SOR1,,0x0467,15..14,RX_D1 Strap Mode,0x0000,RO/Strap,"RX_D1 Strap Mode:
00 = Mode 1
01 = Mode 2
10 = Mode 3
11 = Mode 4
Please  refer  to  the  strap  section in  the  datasheet for  information regarding PHY configuration.
Note: Bit values ('00', '01', '10', '11') are just used to indicate the Strap Mode and do not reflect the same bit sequence that is defined in the strap section of the datasheet.","0x0000: Mode 1
0x0001: Mode 2
0x0002: Mode 3
0x0003: Mode 4"
,SOR1,,0x0467,13..12,RX_D0 Strap Mode,0x0000,RO/Strap,"RX_D0 Strap Mode:
Use same reference as defined by bits[15:14] in this register.",
,SOR1,,0x0467,11..10,COL Strap Mode,0x0003,RO/Strap,"COL Strap Mode:
Use same reference as defined by bits[15:14] in this register.",
,SOR1,,0x0467,9..8,RX_ER Strap Mode,0x0003,RO/Strap,"RX_ER Strap Mode:
Use same reference as defined by bits[15:14] in this register.",
,SOR1,,0x0467,7..6,CRS Strap Mode,0x0003,RO/Strap,"CRS Strap Mode:
Use same reference as defined by bits[15:14] in this register.",
,SOR1,,0x0467,5..4,RX_DV Strap Mode,0x0000,RO/Strap,"RX_DV Strap Mode:
Use same reference as defined by bits[15:14] in this register.",
,SOR1,,0x0467,3..2,Reserved,0x0000,RO,Reserved,
,SOR1,,0x0467,1..0,LED_0 Strap Mode,0x0003,RO/Strap,"LED_0 Strap Mode:
00 = Mode 1
01 = Reserved
10 = Reserved
11 = Mode 4
Please  refer  to  the  strap  section in  the  datasheet for  information regarding PHY configuration.
Note: Bit values ('00', '01', '10', '11') are just used to indicate the Strap Mode and do not reflect the same bit sequence that is defined in the strap section of the datasheet.","0x0000: Mode 1
0x0001: Reserved
0x0002: Reserved
0x0003: Mode 4"
,SOR2,,0x0468,15..4,Reserved,0x0000,RO,Reserved,
,SOR2,,0x0468,3..2,RX_D3 Strap Mode,0x0000,RO/Strap,"RX_D3 Strap Mode:
Use same reference as defined by bits[15:14] in register 0x0467.",
,SOR2,,0x0468,1..0,RX_D2 Strap Mode,0x0000,RO/Strap,"RX_D2 Strap Mode:
Use same reference as defined by bits[15:14] in register 0x0467.",
,LEDCFG2,,0x0469,15..11,Reserved,0x0000,RO,Reserved,
,LEDCFG2,,0x0469,10,LED_1 Polarity,0x0000,RW,"LED_1 Polarity:
1 = Active High
0 = Active Low","0x0001: Active High
0x0000: Active Low"
,LEDCFG2,,0x0469,9,LED_1 Force Override Value,0x0000,RW,"LED_1 Force Override Value:
1 = LED_1 forced High
0 = LED_1 forced Low","0x0001: LED_1 forced High
0x0000: LED_1 forced Low"
,LEDCFG2,,0x0469,8,LED_1 Force Override Enable,0x0000,RW,"LED_1 Force Override Enable:
1 = Enable Force Override
0 = Disable Force Override
When enabled, bit[9] in this register determines state of LED_1.","0x0001: Enable Force Override
0x0000: Disable Force Override"
,LEDCFG2,,0x0469,7,Reserved,0x0000,RO,Reserved,
,LEDCFG2,,0x0469,6,LED_3 Polarity,0x0001,RW,"LED_3 Polarity:
1 = Active High
0 = Active Low","0x0001: Active High
0x0000: Active Low"
,LEDCFG2,,0x0469,5,LED_3 Force Override Value,0x0000,RW,"LED_3 Force Override Value:
1 = RX_D3 forced High
0 = RX_D3 forced Low","0x0001: RX_D3 forced High
0x0000: RX_D3 forced Low"
,LEDCFG2,,0x0469,4,LED_3 Force Override Enable,0x0000,RW,"LED_3 Force Override Enable:
1 = Enable Force Override
0 = Disable Force Override
When enabled, bit[5] in this register determines state of RX_D3.","0x0001: Enable Force Override
0x0000: Disable Force Override"
,LEDCFG2,,0x0469,3..0,Reserved,0x0000,RO,Reserved,
,RXFCFG,,0x04A0,15..14,Bit Nibble Swap,0x0000,RW,"Bit Nibble Swap:
00 = Normal order, no swap (RXD[3:0])
01 = Swap bits order (RXD[0:3])
10 = Swap nibbles order (RXD[3:0] , RXD[7:4])
11 = Swap bits order in each nibble (RXD[4:7] , RXD[0:3])","0x0000: Normal order, no swap (RXD[3:0])
0x0001: Swap bits order (RXD[0:3])
0x0002: Swap nibbles order (RXD[3:0] , RXD[7:4])
0x0003: Swap bits order in each nibble (RXD[4:7] , RXD[0:3])"
,RXFCFG,,0x04A0,13,SFD Byte,0x0000,RW,"SFD Byte Search:
1 = SFD is 0x5D (i.e. Receive module searches for 0x5D)
0 = SFD is 0xD5 (i.e. Receive module searches for 0xD5)","0x0001: SFD is 0x5D (i.e. Receive module searches for 0x5D)
0x0000: SFD is 0xD5 (i.e. Receive module searches for 0xD5)"
,RXFCFG,,0x04A0,12,CRC Gate,0x0001,RW,"CRC Gate:
1 = Bad CRC gates Magic Packet and Pattern Indications
0 = Bad CRC does not gate Magic Packet or Pattern Indications
If Magic Packet has Bad CRC there will be no indication (status, interrupt, GPIO) when enabled.","0x0001: Bad CRC gates Magic Packet and Pattern Indications
0x0000: Bad CRC does not gate Magic Packet or Pattern Indications"
,RXFCFG,,0x04A0,11,"WoL Level Change Indication
Clear",0x0000,W/SC,"WoL Level Change Indication Clear:
If WoL Indication is set for Level change mode, this bit clears the level upon a write.",
,RXFCFG,,0x04A0,10..9,WoL Pulse Indication Select,0x0000,RW,"WoL Pulse Indication Select:
Only valid when WoL Indication is set for Pulse mode.
00 = 8 clock cycles (of 125-MHz clock)
01 = 16 clock cycles
10 = 32 clock cycles
11 = 64 clock cycles","0x0000: 8 clock cycles (of 125-MHz clock)
0x0001: 16 clock cycles
0x0002: 32 clock cycles
0x0003: 64 clock cycles"
,RXFCFG,,0x04A0,8,WoL Indication Select,0x0000,RW,"WoL Indication Select:
1 = Level change mode
0 = Pulse mode","0x0001: Level change mode
0x0000: Pulse mode"
,RXFCFG,,0x04A0,7,WoL Enable,0x0000,RW,"WoL Enable:
1 = Enable Wake-on-LAN (WoL)
0 = Normal operation","0x0001: Enable Wake-on-LAN (WoL)
0x0000: Normal operation"
,RXFCFG,,0x04A0,6,Bit Mask Flag,0x0000,RW,Bit Mask Flag,
,RXFCFG,,0x04A0,5,Secure-ON Enable,0x0000,RW,Enable Secure-ON password for Magic Packets,
,RXFCFG,,0x04A0,4..2,Reserved,0x0000,RW,Reserved,
,RXFCFG,,0x04A0,1,WoL Pattern Enable,0x0000,RW,Enable Interrupt upon reception of packet with configured pattern,
,RXFCFG,,0x04A0,0,WoL Magic Packet Enable,0x0000,RW,Enable Interrupt upon reception of Magic Packet,
,RXFS,,0x04A1,15..13,Reserved,0x0000,RO,Reserved,
,RXFS,,0x04A1,12,WoL Interrupt Source,0x0000,RW,"WoL Interrupt Source:
Source of Interrupt for bit[1] of register 0x0013.
1 = WoL Interrupt
0 = Data Polarity Interrupt
When enabling WoL, this bit is automatically set to WoL Interrupt.","0x0001: WoL Interrupt
0x0000: Data Polarity Interrupt"
,RXFS,,0x04A1,11..8,Reserved,0x0000,RO,Reserved,
,RXFS,,0x04A1,7,SFD Error,0x0000,RO/LH/SC,"SFD Error:
1 = Packet with SFD error
0 = No SFD error","0x0001: Packet with SFD error
0x0000: No SFD error"
,RXFS,,0x04A1,6,Bad CRC,0x0000,RO/LH/SC,"Bad CRC:
1 = Bad CRC was received
0 = No bad CRC received","0x0001: Bad CRC was received
0x0000: No bad CRC received"
,RXFS,,0x04A1,5,Secure-On Hack Flag,0x0000,RO/LH/SC,"Secure-ON Hack Flag:
1 = Invalid Password detected in Magic Packet
0 = Valid Secure-ON Password","0x0001: Invalid Password detected in Magic Packet
0x0000: Valid Secure-ON Password"
,RXFS,,0x04A1,4..2,Reserved,0x0000,RO/LH/SC,Reserved,
,RXFS,,0x04A1,1,WoL Pattern Status,0x0000,RO/LH/SC,"WoL Pattern Status:
1 = Valid packet with configured pattern received
0 = No valid packet with configured pattern received","0x0001: Valid packet with configured pattern received
0x0000: No valid packet with configured pattern received"
,RXFS,,0x04A1,0,WoL Magic Packet Status,0x0000,RO/LH/SC,"WoL Magic Packet Status:
1 = Valid Magic Packet received
0 = No valid Magic Packet received","0x0001: Valid Magic Packet received
0x0000: No valid Magic Packet received"
,RXFPMD1,,0x04A2,15..8,"MAC Destination Address Byte
4",0x0000,RW,"Perfect Match Data:
Configured for MAC Destination Address",
,RXFPMD1,,0x04A2,7..0,"MAC Destination Address Byte
5",0x0000,RW,"Perfect Match Data:
Configured for MAC Destination Address",
,RXFPMD2,,0x04A3,15..8,"MAC Destination Address Byte
2",0x0000,RW,"Perfect Match Data:
Configured for MAC Destination Address",
,RXFPMD2,,0x04A3,7..0,"MAC Destination Address Byte
3",0x0000,RW,"Perfect Match Data:
Configured for MAC Destination Address",
,RXFPMD3,,0x04A4,15..8,"MAC Destination Address Byte
0",0x0000,RW,"Perfect Match Data:
Configured for MAC Destination Address",
,RXFPMD3,,0x04A4,7..0,"MAC Destination Address Byte
1",0x0000,RW,"Perfect Match Data:
Configured for MAC Destination Address",
,RXFSOP1,,0x04A5,15..8,Secure-ON Password Byte 1,0x0000,RW,"Secure-ON Password Select:
Secure-ON password for Magic Packets",
,RXFSOP1,,0x04A5,7..0,Secure-ON Password Byte 0,0x0000,RW,"Secure-ON Password Select:
Secure-ON password for Magic Packets",
,RXFSOP2,,0x04A6,15..8,Secure-ON Password Byte 3,0x0000,RW,"Secure-ON Password Select:
Secure-ON password for Magic Packets",
,RXFSOP2,,0x04A6,7..0,Secure-ON Password Byte 2,0x0000,RW,"Secure-ON Password Select:
Secure-ON password for Magic Packets",
,RXFSOP3,,0x04A7,15..8,Secure-ON Password Byte 5,0x0000,RW,"Secure-ON Password Select:
Secure-ON password for Magic Packets",
,RXFSOP3,,0x04A7,7..0,Secure-ON Password Byte 4,0x0000,RW,"Secure-ON Password Select:
Secure-ON password for Magic Packets",
,RXFPAT1,,0x04A8,15..8,Pattern Byte 1,0x0000,RW,"Pattern Configuration:
Configures byte 1 of the pattern",
,RXFPAT1,,0x04A8,7..0,Pattern Byte 0,0x0000,RW,"Pattern Configuration:
Configures byte 0 of the pattern",
,RXFPAT2,,0x04A9,15..8,Pattern Byte 3,0x0000,RW,"Pattern Configuration:
Configures byte 3 of the pattern",
,RXFPAT2,,0x04A9,7..0,Pattern Byte 2,0x0000,RW,"Pattern Configuration:
Configures byte 2 of the pattern",
,RXFPAT3,,0x04AA,15..8,Pattern Byte 5,0x0000,RW,"Pattern Configuration:
Configures byte 5 of the pattern",
,RXFPAT3,,0x04AA,7..0,Pattern Byte 4,0x0000,RW,"Pattern Configuration:
Configures byte 4 of the pattern",
,RXFPAT4,,0x04AB,15..8,Pattern Byte 7,0x0000,RW,"Pattern Configuration:
Configures byte 7 of the pattern",
,RXFPAT4,,0x04AB,7..0,Pattern Byte 6,0x0000,RW,"Pattern Configuration:
Configures byte 6 of the pattern",
,RXFPAT5,,0x04AC,15..8,Pattern Byte 9,0x0000,RW,"Pattern Configuration:
Configures byte 9 of the pattern",
,RXFPAT5,,0x04AC,7..0,Pattern Byte 8,0x0000,RW,"Pattern Configuration:
Configures byte 8 of the pattern",
,RXFPAT6,,0x04AD,15..8,Pattern Byte 11,0x0000,RW,"Pattern Configuration:
Configures byte 11 of the pattern",
,RXFPAT6,,0x04AD,7..0,Pattern Byte 10,0x0000,RW,"Pattern Configuration:
Configures byte 10 of the pattern",
,RXFPAT7,,0x04AE,15..8,Pattern Byte 13,0x0000,RW,"Pattern Configuration:
Configures byte 13 of the pattern",
,RXFPAT7,,0x04AE,7..0,Pattern Byte 12,0x0000,RW,"Pattern Configuration:
Configures byte 12 of the pattern",
,RXFPAT8,,0x04Af,15..8,Pattern Byte 15,0x0000,RW,"Pattern Configuration:
Configures byte 15 of the pattern",
,RXFPAT8,,0x04Af,7..0,Pattern Byte 14,0x0000,RW,"Pattern Configuration:
Configures byte 14 of the pattern",
,RXFPAT9,,0x04B0,15..8,Pattern Byte 17,0x0000,RW,"Pattern Configuration:
Configures byte 17 of the pattern",
,RXFPAT9,,0x04B0,7..0,Pattern Byte 16,0x0000,RW,"Pattern Configuration:
Configures byte 16 of the pattern",
,RXFPAT10,,0x04B1,15..8,Pattern Byte 19,0x0000,RW,"Pattern Configuration:
Configures byte 19 of the pattern",
,RXFPAT10,,0x04B1,7..0,Pattern Byte 18,0x0000,RW,"Pattern Configuration:
Configures byte 18 of the pattern",
,RXFPAT11,,0x04B2,15..8,Pattern Byte 21,0x0000,RW,"Pattern Configuration:
Configures byte 21 of the pattern",
,RXFPAT11,,0x04B2,7..0,Pattern Byte 20,0x0000,RW,"Pattern Configuration:
Configures byte 20 of the pattern",
,RXFPAT12,,0x04B3,15..8,Pattern Byte 23,0x0000,RW,"Pattern Configuration:
Configures byte 23 of the pattern",
,RXFPAT12,,0x04B3,7..0,Pattern Byte 22,0x0000,RW,"Pattern Configuration:
Configures byte 22 of the pattern",
,RXFPAT13,,0x04B4,15..8,Pattern Byte 25,0x0000,RW,"Pattern Configuration:
Configures byte 25 of the pattern",
,RXFPAT13,,0x04B4,7..0,Pattern Byte 24,0x0000,RW,"Pattern Configuration:
Configures byte 24 of the pattern",
,RXFPAT14,,0x04B5,15..8,Pattern Byte 27,0x0000,RW,"Pattern Configuration:
Configures byte 27 of the pattern",
,RXFPAT14,,0x04B5,7..0,Pattern Byte 26,0x0000,RW,"Pattern Configuration:
Configures byte 26 of the pattern",
,RXFPAT15,,0x04B6,15..8,Pattern Byte 29,0x0000,RW,"Pattern Configuration:
Configures byte 29 of the pattern",
,RXFPAT15,,0x04B6,7..0,Pattern Byte 28,0x0000,RW,"Pattern Configuration:
Configures byte 28 of the pattern",
,RXFPAT16,,0x04B7,15..8,Pattern Byte 31,0x0000,RW,"Pattern Configuration:
Configures byte 31 of the pattern",
,RXFPAT16,,0x04B7,7..0,Pattern Byte 30,0x0000,RW,"Pattern Configuration:
Configures byte 30 of the pattern",
,RXFPAT17,,0x04B8,15..8,Pattern Byte 33,0x0000,RW,"Pattern Configuration:
Configures byte 33 of the pattern",
,RXFPAT17,,0x04B8,7..0,Pattern Byte 32,0x0000,RW,"Pattern Configuration:
Configures byte 32 of the pattern",
,RXFPAT18,,0x04B9,15..8,Pattern Byte 35,0x0000,RW,"Pattern Configuration:
Configures byte 35 of the pattern",
,RXFPAT18,,0x04B9,7..0,Pattern Byte 34,0x0000,RW,"Pattern Configuration:
Configures byte 34 of the pattern",
,RXFPAT19,,0x04BA,15..8,Pattern Byte 37,0x0000,RW,"Pattern Configuration:
Configures byte 37 of the pattern",
,RXFPAT19,,0x04BA,7..0,Pattern Byte 36,0x0000,RW,"Pattern Configuration:
Configures byte 36 of the pattern",
,RXFPAT20,,0x04BB,15..8,Pattern Byte 39,0x0000,RW,"Pattern Configuration:
Configures byte 39 of the pattern",
,RXFPAT20,,0x04BB,7..0,Pattern Byte 38,0x0000,RW,"Pattern Configuration:
Configures byte 38 of the pattern",
,RXFPAT21,,0x04BC,15..8,Pattern Byte 41,0x0000,RW,"Pattern Configuration:
Configures byte 41 of the pattern",
,RXFPAT21,,0x04BC,7..0,Pattern Byte 40,0x0000,RW,"Pattern Configuration:
Configures byte 40 of the pattern",
,RXFPAT22,,0x04BD,15..8,Pattern Byte 43,0x0000,RW,"Pattern Configuration:
Configures byte 43 of the pattern",
,RXFPAT22,,0x04BD,7..0,Pattern Byte 42,0x0000,RW,"Pattern Configuration:
Configures byte 42 of the pattern",
,RXFPAT23,,0x04BE,15..8,Pattern Byte 45,0x0000,RW,"Pattern Configuration:
Configures byte 45 of the pattern",
,RXFPAT23,,0x04BE,7..0,Pattern Byte 44,0x0000,RW,"Pattern Configuration:
Configures byte 44 of the pattern",
,RXFPAT24,,0x04BF,15..8,Pattern Byte 47,0x0000,RW,"Pattern Configuration:
Configures byte 47 of the pattern",
,RXFPAT24,,0x04BF,7..0,Pattern Byte 46,0x0000,RW,"Pattern Configuration:
Configures byte 46 of the pattern",
,RXFPAT25,,0x04C0,15..8,Pattern Byte 49,0x0000,RW,"Pattern Configuration:
Configures byte 49 of the pattern",
,RXFPAT25,,0x04C0,7..0,Pattern Byte 48,0x0000,RW,"Pattern Configuration:
Configures byte 48 of the pattern",
,RXFPAT26,,0x04C1,15..8,Pattern Byte 51,0x0000,RW,"Pattern Configuration:
Configures byte 51 of the pattern",
,RXFPAT26,,0x04C1,7..0,Pattern Byte 50,0x0000,RW,"Pattern Configuration:
Configures byte 50 of the pattern",
,RXFPAT27,,0x04C2,15..8,Pattern Byte 53,0x0000,RW,"Pattern Configuration:
Configures byte 53 of the pattern",
,RXFPAT27,,0x04C2,7..0,Pattern Byte 52,0x0000,RW,"Pattern Configuration:
Configures byte 52 of the pattern",
,RXFPAT28,,0x04C3,15..8,Pattern Byte 55,0x0000,RW,"Pattern Configuration:
Configures byte 55 of the pattern",
,RXFPAT28,,0x04C3,7..0,Pattern Byte 54,0x0000,RW,"Pattern Configuration:
Configures byte 54 of the pattern",
,RXFPAT29,,0x04C4,15..8,Pattern Byte 57,0x0000,RW,"Pattern Configuration:
Configures byte 57 of the pattern",
,RXFPAT29,,0x04C4,7..0,Pattern Byte 56,0x0000,RW,"Pattern Configuration:
Configures byte 56 of the pattern",
,RXFPAT30,,0x04C5,15..8,Pattern Byte 59,0x0000,RW,"Pattern Configuration:
Configures byte 59 of the pattern",
,RXFPAT30,,0x04C5,7..0,Pattern Byte 58,0x0000,RW,"Pattern Configuration:
Configures byte 58 of the pattern",
,RXFPAT31,,0x04C6,15..8,Pattern Byte 61,0x0000,RW,"Pattern Configuration:
Configures byte 61 of the pattern",
,RXFPAT31,,0x04C6,7..0,Pattern Byte 60,0x0000,RW,"Pattern Configuration:
Configures byte 60 of the pattern",
,RXFPAT32,,0x04C7,15..8,Pattern Byte 63,0x0000,RW,"Pattern Configuration:
Configures byte 63 of the pattern",
,RXFPAT32,,0x04C7,7..0,Pattern Byte 62,0x0000,RW,"Pattern Configuration:
Configures byte 62 of the pattern",
,RXFPBM1,,0x04C8,15..0,Mask Bytes 0 to 15,0x0000,RW,Pattern Byte Mask Configuration: Configures masks for bytes 0 to 15. For each byte '1' means it is masked.,
,RXFPBM2,,0x04C9,15..0,Mask Bytes 16 to 31,0x0000,RW,Pattern Byte Mask Configuration: Configures masks for bytes 16 to 31. For each byte '1' means it is masked.,
,RXFPBM3,,0x04CA,15..0,Mask Bytes 32 to 47,0x0000,RW,Pattern Byte Mask Configuration: Configures masks for bytes 32 to 47. For each byte '1' means it is masked.,
,RXFPBM4,,0x04CB,15..0,Mask Bytes 48 to 63,0x0000,RW,Pattern Byte Mask Configuration: Configures masks for bytes 48 to 63. For each byte '1' means it is masked.,
,RXFPATC,,0x04CC,15..6,Reserved,0x0000,RO,Reserved,
,RXFPATC,,0x04CC,5..0,Pattern Start Point,0x000C,RW,"Pattern Start Point:
Number of bytes after SFD where comparison begins on RX packets to the configured pattern.
00000 = Start compare on 1st byte after SFD
00001 = Start compare on 2nd byte after SFD
...
01100 = Start compare on 13th byte (Default)
Default setting is 0xC, which means the pattern comparision will begin after source and destination addresses since they are each 6 bytes.","0x0000: Start compare on 1st byte after SFD
0x0001: Start compare on 2nd byte after SFD
0x000C: Start compare on 13th byte (Default)"
,EEECFG2,,0x04D0,15,Reserved,0x0000,RO,Reserved,
,EEECFG2,,0x04D0,14,TX_ER for LPI Request,0x0000,RW,"TX_ER for LPI Request:
1 = TX_ER used for LPI Request
0 = TX_ER not used for LPI Request","0x0001: TX_ER used for LPI Request
0x0000: TX_ER not used for LPI Request"
,EEECFG2,,0x04D0,13..7,Reserved,0x0006,RO,Reserved,
,EEECFG2,,0x04D0,6..5,TX_ER Pin Select,0x0000,RW,"TX_ER Pin Select:
00 = No Pin Selected
01 = INT/PWDN
10 = COL/GPIO
11 = No Pin Selected","0x0000: No Pin Selected
0x0001: INT/PWDN
0x0002: COL/GPIO
0x0003: No Pin Selected"
,EEECFG2,,0x04D0,4..0,Reserved,0x0002,RO,Reserved,
,EEECFG3,,0x04D1,15..4,Reserved,0x0018,RW,Reserved,
,EEECFG3,,0x04D1,3,EEE Capabilities Bypass,0x0001,RW,"EEE Advertise Bypass:
1 = Bit [0] determines EEE Auto-Negotiation Abilities
0 = MMD3 and MMD7 determine EEE Auto-Negotiation Abilities
Allows  for  EEE  Advertisment  during  Auto-Negotiation to  be determined by bit[0] in register 0x04D1 rather than the Next Page Registers (Register 0x003C and Register 0x003D in MMD7).","0x0001: Bit [0] determines EEE Auto-Negotiation Abilities
0x0000: MMD3 and MMD7 determine EEE Auto-Negotiation Abilities"
,EEECFG3,,0x04D1,2,EEE Next Page Disable,0x0000,RW,"EEE Next Page Disable:
1 = Reception of EEE Next Pages is disabled
0 = Reception of EEE Next Pages is enabled","0x0001: Reception of EEE Next Pages is disabled
0x0000: Reception of EEE Next Pages is enabled"
,EEECFG3,,0x04D1,1,EEE RX Path Shutdown,0x0001,RW,"EEE RX Path Shutdown:
1= Enable shutdown of Analog RX path at LPI_Quiet
0 = Analog RX path is active during LPI_Quiet",0x0000: Analog RX path is active during LPI_Quiet
,EEECFG3,,0x04D1,0,EEE Capabilities Enable,0x0000,RW/Strap,"EEE Capabilities Enable:
1 = PHY supports EEE capabilities
0 = PHY does not support EEE
When enabled, Auto-Negotiation will negotiate to EEE as defined by register 0x003C and register 0x003D in MMD7.
When  disabled,  register  0x0014  in  MMD3,  register  0x003C  and register 0x003D in MMD7 are ignored.","0x0001: PHY supports EEE capabilities
0x0000: PHY does not support EEE"
,TLBCR1,,0x04D4,15..0,Reserved,0x7220,RW,Reserved,
,TLBCR2,,0x04D5,15..0,Reserved,0xFBC1,RW,Reserved,
,TLBCR3,,0x04D6,15..0,Reserved,0x01C1,RW,Reserved,
,MMD3_PCS_CTRL_1,,0x3000,15,PCS Reset,0x0000,RW/SC,"PCS Reset:
1 = Soft Reset of MMD3, MMD7 and PCS registers
0 = Normal operation
Reset clears MMD3, MMD7 and PCS registers. Reset does not clear
Vendor Specific Registers (DEVAD = 31).","0x0001: Soft Reset of MMD3, MMD7 and PCS registers
0x0000: Normal operation"
,MMD3_PCS_CTRL_1,,0x3000,14..11,Reserved,0x0000,RO,Reserved,
,MMD3_PCS_CTRL_1,,0x3000,10,RX Clock Stoppable,0x0000,RW,"RX Clock Stoppable:
1 = Receive Clock stoppable during LPI
0 = Receive Clock not stoppable","0x0001: Receive Clock stoppable during LPI
0x0000: Receive Clock not stoppable"
,MMD3_PCS_CTRL_1,,0x3000,9..0,Reserved,0x0000,RO,Reserved,
,MMD3_PCS_STATUS_1,, 0x3001 ,15..12,Reserved,0x0000,RO,Reserved,
,MMD3_PCS_STATUS_1,, 0x3001 ,11,TX LPI Received,0x0000,RO,"TX LPI Received:
1 = TX PCS has received LPI
0 = LPI not received","0x0001: TX PCS has received LPI
0x0000: LPI not received"
,MMD3_PCS_STATUS_1,, 0x3001 ,10,RX LPI Received,0x0000,RO,"RX LPI Received:
1 = RX PCS has received LPI
0 = LPI not received","0x0001: RX PCS has received LPI
0x0000: LPI not received"
,MMD3_PCS_STATUS_1,, 0x3001 ,9,TX LPI Indication,0x0000,RO,"TX LPI Indication:
1 = TX PCS is currently receiving LPI
0 = TX PCS is not currently receiving LPI","0x0001: TX PCS is currently receiving LPI
0x0000: TX PCS is not currently receiving LPI"
